did,name,gender
50650,Lisa Bassenge,female
280029,Jack Sheldon,male
280030,Gayle Levant,female
280031,Gene Cipriano,male
280032,Dennis Budimir,male
280033,Chuck Findley,male
935401,Louis Spears,male
280070,Jackie Kelso,male
280072,Lew McCreary,male
1328650,Companyia Elèctrica Dharma,unknown
280075,Dick Nash,male
280084,Bob Findley,male
312861,Heiner Wiberny,male
542240,Tereza Stanislav,female
83488,Madhouse,unknown
1099314,Hubert Zemler,male
2115123,Emma Banks,female
575036,Juan de Marcos González,unknown
1295941,Mandolin Orchestra Caecilia,unknown
345686,Jack Mauer,male
312925,George Arus,male
345709,Jason “JT” Thomas,male
345715,Horacio ‘El Negro’ Hernández,male
7423606,Kevin Murray,male
345719,Rodney Whitaker,male
345720,Roy Hargrove Quintet,unknown
345718,Gregory Hutchinson,male
3425915,Black Unity Trio,unknown
280191,Danny Gottlieb,male
83593,Steroid Maximus,unknown
2377357,KILLING TIME,unknown
509586,Jean Querlier,male
542359,Eyal Maoz,male
509595,Francis Gorgé,male
345763,Warren Bernhardt,male
345766,Peter Warren,male
2410151,Sarah Pagé,female
1885874,Bob Graettinger,male
345783,Jan Fride Wolbrandt,male
1132220,George Shelby,male
1951421,The Stanley Clarke Trio,unknown
313023,Les Robinson,male
902849,Freddie Roulette,male
313026,Al Avola,male
542405,Paul Morgan,male
18121,Dave Pike,male
345801,Vladimir Tarasov,male
345803,Vladimir Chekasin,male
345804,Danny Moss,male
345805,David Snell,male
18126,Francisco Aguabella,male
313039,Jimmy Maxwell,male
1951440,Anne-Marie Dufour,female
18124,Derf Reklaw,male
2049747,Jason Rigby,male
18142,Byard Lancaster,male
1722084,Agorà,unknown
18160,Mel Collins,male
771827,川瀬正人,male
313075,Fred Stulce,male
313079,Bob Kitsis,male
313084,J.C. Heard,male
378622,Steve Tavaglione,male
149249,The Ramsey Lewis Trio,unknown
313090,Chuck Peterson,male
149254,Milt Jackson,male
149255,Frank Strazzeri,male
83723,Milton Nascimento,male
83724,Gilberto Gil,male
2606871,Anna Webber,female
2606872,Ben Williams,male
476951,Pete Williams,male
83738,Lô Borges,male
83739,Elza Soares,female
83740,Eumir Deodato,male
313118,Earle Warren,male
2180892,Time Wharp,female
411424,Lars-Göran Ulander,male
870179,Wolfgang Reisinger,male
313124,Jimmy Crawford,male
83766,Toninho Horta,male
83771,Ivan Lins,male
83772,Nara Leão,female
214846,Don Preston,male
837439,Micaela Comberti,female
313152,Les Jenkins,male
1132362,Sambrasa Trio,unknown
1132363,Humberto Clayber de Souza,male
149325,Jasper van ’t Hof,male
542553,Richard Koch,male
378715,Dennis Karmazyn,male
673634,Emil Strandberg,male
83812,Daniel Ponce,male
83813,Xavier Cugat,male
1329012,Kami Lyle,unknown
116604,Roy Nathanson,male
116605,Cyrus Chestnut,male
280447,Chris Abrahams,male
1099651,Ruben McFall,male
182167,Orlann Divo,male
182168,Paulo Moura,male
280474,Howard E. Scott,male
477108,Al Dreares,male
1820597,Yasuyuki Takahashi,male
837570,Orpheus Chamber Orchestra,unknown
935882,Al Chernet,male
182232,Juan García Esquivel,male
1198041,Quin Kirchner,male
83943,Greg Gisbert,male
804840,Sonny Greenwich,male
1984490,Kahil Nayton,male
1984492,Chris Weber,male
1525747,Игорь Саульский,male
739316,Jeff Castleman,male
2508791,De’Sean Jones,male
608247,Gideon Juckes,male
215033,Charles Tolliver,male
739322,Money Johnson,male
739321,Benny Green,male
1165312,Tomas Fujiwara,male
1165313,Josh Sinton,male
3786756,Tomasz Sroczyński,male
411658,Linda Fredriksson,female
2574348,Philip Doyle,male
509967,Holly Simpson,female
1361937,Kendrick Scott,male
215066,Wendell Harrison,male
51227,James White and the Blacks,unknown
3655719,Jan Kiesewetter,male
3557420,Soji Adebayo,male
903228,Raed Yassin,male
346173,Tubby Hayes Quartet,unknown
346175,Jerry Hahn,male
346176,Bill LaVorgna,male
608322,Robert Cornford,male
510030,John Finkbeiner,male
608352,Jean-My Truong,male
608353,Joël Dugrenot,male
1198175,Nick Walters,male
280676,Michael Carvin,male
182374,Erik Honoré,male
387946,Frank Gibson Jr,male
1362039,Kahondo Style,unknown
936058,Ryszard Tymański,male
280703,Tom “Bones” Malone,male
280704,Larry Schneider,male
280705,Milcho Leviev,male
280706,Walt Fowler,male
280708,Glenn Ferris,male
280724,Maurice Vander,male
379032,Jimmy Hynes,male
379034,David Mann,male
247974,Pete Lockett,male
5556396,Daniel Casimir,male
575662,Van Alexander,male
84145,Michael Thompson,male
411838,Richard Kermode,male
182464,Dave Wittman,male
411850,Jules Broussard,male
8276173,Luke Titus,male
5589213,Malcolm Parson,male
510174,Jon Cowherd,male
6146273,CAB,unknown
313571,Benny Powell,male
6998245,Reinaldo DeJesus,male
313576,Bobby Donaldson,male
313578,Dick Hixson,male
411892,Bob Zimmitti,unknown
84213,Robin Eubanks,male
84214,Dave Holland,male
2935033,Julius Gabriel,male
2017536,Gerry Mulligan – Paul Desmond Quartet,unknown
84225,Lukas Ligeti,male
346377,Teemu Salminen,male
1001738,Don Dennis,male
84236,Michel Legrand,male
84237,Claude Bolling,male
346382,Tom Bildo,male
346386,Upi Sorvali,male
346394,Peter Lerche,male
280858,Pierre Vervloesem,male
379170,Onaje Allan Gumbs,male
510246,Jorma Tapio,male
411945,Bobby West,male
543022,Manuel Hermia,male
248127,Carla Kihlstedt,female
1001798,Iceberg,unknown
4835654,Josephine Davies,female
5425486,Shake Stew,unknown
51535,Jan Weissenfeldt,male
346447,Bill Mason,male
346448,Gary Chandler,male
346459,Barry Dean,male
346461,Brian Auger’s Oblivion Express,unknown
6998364,Henry Solomon,unknown
248154,Sonny Thompson,male
280929,Robert Farnon,male
280940,Alexander von Schlippenbach,male
1984877,Akalé Wubé,unknown
6179185,Sarah Tandy,female
117112,朝川朋之,male
18811,Jack Costanzo,male
280956,Geoff Castle,male
18813,Joe McPhee,male
84358,Rob Mazurek,male
969103,Rachael Gladwin,female
838032,Bobby Rose,male
5851536,Party Dozen,unknown
280983,Danny Barker,male
346522,Stony Browder Jr.,male
510367,水谷公生,male
313760,Sebastian Steinberg,male
1132972,Gregor Bürger,male
1132973,Sebastian Lanser,male
412076,Gary Ainge,male
1132977,Jan Zehrfeld,male
1132978,Andreas Dombert,male
1132981,Conny Kreitmeier,female
2279868,Taz Modi,male
346570,Azar Lawrence,male
149965,James Blood Ulmer,male
281035,Steve George,male
4082131,Andromeda Mega Express Orchestra,unknown
281049,Andy Findon,male
641502,Steve Patrick,male
5261801,Twm Dylan,male
5261802,Maisha,unknown
5261803,Nubya Garcia,female
3918312,George Hogg,male
2279918,Delvon Dumas,male
6146547,Lia Kohl,female
346616,Myron Walden,male
346629,Adam Cruz,male
346630,Mark Turner,male
18956,Stevie Wonder,male
150029,Eva Cassidy,female
707089,Evert Hekkema,male
1231384,Kenny Berger,male
346651,Danny Moore,male
18977,Don Blackman,male
18981,Johnny “Guitar” Watson,male
346665,Milt Turner,male
18984,Marvin Gaye,male
248364,Allan Barnes,male
346679,Leon Pettis,male
346681,Jimmy Woods,male
444987,Aaron Dodd,male
661585,今田勝,male
346716,Jesse Ehrlich,unknown
346717,James Getzoff,unknown
346724,Arnold Belnick,male
346736,Monk Hughes,male
346740,Otis Jackson Jr.,male
281209,Neil Ardley,male
281210,Trevor Tomkins,male
281211,Barbara Thompson,female
281213,Jeff Clyne,male
281212,Stan Robinson,male
346749,Steve Williams,male
346760,João Gilberto,male
346767,Henry Ferber,male
1854102,Mikko Mäkinen,male
314008,Paul Nieman,male
608928,Юрий Морозов,male
215722,Hannah Marcus,female
412332,Zane Musa,male
1297072,Bojan Z,male
314044,Patricia Paay,female
19132,細野晴臣,male
1559237,Floris Nico Bunink,male
182988,Kato Hideki,male
1821394,Paul Bryan,male
2247384,Paul Kowert,male
346841,Bob Lind,male
281311,Joe Marshall,male
281312,Bob Bushnell,male
281313,Shirley Scott,female
281314,Jimmy Rushing,male
281320,Fred Lonberg-Holm,male
248560,Abdullah Ibrahim,male
281329,Anthony Ortega,male
281332,Bud Brisbois,male
281331,Lester Robertson,male
281335,Billy Byers,male
543472,Philippe Cauvin,male
281337,Al Porcino,male
281340,Conte Candoli,male
281341,Mike Melvoin,male
1329923,Teo Lima,male
412429,Jerry Granelli,male
412430,Fred Marshall,male
3853069,Monsieur Periné,unknown
314128,Jan Jarczyk,male
314135,Janusz Muniak,male
314138,Janusz Mych,male
314139,Tomasz Szukalski,male
314140,Kazimierz Jonkisz,male
281373,Joe Brazil,male
6343451,Fuck Lungs,unknown
412448,Col Loughnan,male
1428264,Don Friedman Trio,unknown
2247472,Guy Le Querrec,male
1002294,Obed Calvaire,male
3427132,Cécile McLorin Salvant,female
969534,Mizuka Yamamoto,female
84795,Maceo Parker,male
1231681,Tríó Guðmundar Ingólfssonar,unknown
1788363,Monte Croft,male
19274,David Friedman,male
1002319,David Thomas,male
3853150,Radio‐Sinfonieorchester Stuttgart des SWR,unknown
281440,Gary McFarland,male
412514,Greg Scott,male
314221,Stefanie Fife,female
314250,Fred Braceful,male
281482,Tubby Hayes,male
314265,Hélio Delmiro,male
478105,Knut Riisnæs,male
281499,鳴島英治,male
904092,Eugenio Colombo,male
281502,荒木敏男,male
379806,中川昌三,male
1362848,Vic Ash,male
379808,山本邦山,male
576420,William Purvis,male
314275,Carol Emanuel,female
248742,Justo Almario,male
379816,Jean‐Pierre Rampal,male
3296169,Abdullah Miniawy,male
314291,Angel “Pocho” Gatti,male
379829,Noel Langley,male
281526,Giovanni Tommaso,male
2476985,Nicholas Dyson,male
314299,Louis Moholo,male
314301,Johnny Dyani,male
609216,Carl Maraghi,male
2444229,Rob Thomsett,male
412615,Zach Brock,male
576460,Donny McCaslin,male
2083797,Bob Martin,male
314337,Richard Bissill,male
642018,林立夫,male
674801,藤掛正隆,male
52216,Danny Ward,male
1035271,Matthew Halsall,male
3951626,"Michael ""Millfield"" Mølhede",male
52239,The Boys Choir of Harlem,unknown
2149401,The Shaolin Afronauts,unknown
1297433,Lenka Filipová,female
379933,Jim Baker,male
445470,Marcus Gilmore,male
3197997,Jonathan Bremer,male
248880,Ned Rothenberg,male
347205,Mic Gillette,male
707658,Ross Irwin,unknown
478284,阿部薫,male
314444,Harold Vick,male
1166418,Hiromi’s Sonicbloom,unknown
543842,Glauco Masetti,male
543843,Gene Victory,male
543844,Renato Sellani,male
576619,Graeme Jennings,male
314479,Ryan Martinie,male
380016,Léo Ortiz,male
707703,Ruphus,unknown
216186,Weasel Walter,male
380027,Marluce Ferreira,unknown
183421,Chris Flam,male
19590,Louis “Sabu” Martinez,male
412806,Brad Mehldau Trio,unknown
19594,Tito Puente,male
19595,Louie Ramírez,male
19599,Ray Barretto,male
347284,Bobby Martin,male
52376,Mahlathini and the Mahotella Queens,unknown
1002662,Mike Jamieson,male
216235,Marion Brown,male
576683,The Heliocentrics,unknown
216260,Bemshi,female
5131480,Planet Battagon,unknown
380123,Marty Cook,male
445663,Kazuko Hohki,female
314592,Stanton Davis’ Ghetto/Mysticism,unknown
2346209,Malik Hunter,male
314593,Stanton Davis,male
314596,Delmar Brown,male
19696,Vinnie Colaiuta,male
29967,Reuben Wilson,male
314615,Ron Burton,male
314616,Jimmy Hopps,male
314634,Ruth Pointer,female
314645,大野雄二,male
576792,Alain Mion,male
576793,Alain Gandolfi,male
347445,Wadada Leo Smith,male
29983,Fred Jackson,male
281925,Morris Pert,male
3198280,Maurice Louca,male
314716,Michael Naura,male
281957,Randy Weston,male
150886,Dave Stewart,male
150887,Barbara Gaskin,female
19822,Kim Hiorthøy,male
347510,Tom Fowler,male
544128,Amaryllis Fleming,female
445833,鳥山雄司,male
544170,Radim Hladík,male
1887663,和泉宏隆,male
3558832,Tenderlonious,male
216498,Charlie Rouse,male
478643,Rosinha de Valença,female
1887667,安藤正容,male
314823,Cuong Vu,male
314825,José Rossy,male
642510,Éric Legnini,male
413139,Antti Hytti,male
839131,Tomeka Reid,female
282078,Jennifer Choi,female
2084319,Megan Gould,female
576997,Reginald Hill,male
576998,Paula Hochhalter,female
577001,Irving Geller,male
740841,Trey Spruance,male
577003,Sheldon Sandu,male
282091,Fourplay,unknown
3755506,"Orlando ""Puntilla"" Rios",male
19957,Paul Schütze,male
413175,Pat Smythe,male
314873,John Lindberg,male
413178,Terry Shannon,male
314875,James Emery,male
478716,Alvin Chea,male
216603,Jon Raskin,male
314912,Art Themen,male
314913,Bryan Spring,male
1691169,塩村宰,male
314915,Stan Tracey,male
1396266,Alex Bonney,male
3296812,Elliot Bennett,male
52786,Kronos Quartet,unknown
282174,Orestes Vilató,male
282175,Adalberto Santiago,male
1461825,Tomasz Dąbrowski,male
282178,Pete Bonet,male
839239,Raymond Sabinsky,male
216657,Ralph Carney,male
282197,Eddie Allen,male
282198,Cecil Bridgewater,male
380510,The Red Garland Quintet,unknown
52833,Frank Sinatra,male
347748,Don Raleigh,male
347751,Tom Maxwell,male
347753,Katharine Whalen,female
249449,Willie Nelson,male
347755,Stacy Guess,male
642676,Carlos Santana,male
282229,Jason Kao Hwang,male
282228,Wu Man,female
282232,Leroy Jenkins,male
282235,Brandon Ross,male
282237,Marcus Rojas,male
282240,Gene Lake,male
577163,Susan Palma-Nidel,female
282254,Mark Taylor,male
347792,Walter Davis Jr.,male
282257,Eric Person,male
282263,富樫春生,male
1396378,Brandon Coleman,male
151195,Mike Westbrook,male
839323,Mark Duggan,male
118435,Kirk A. Johnson,male
1265319,Darrel Higham,male
1167014,Béla Fleck and the Flecktones,unknown
446125,Kassu Halonen,male
577206,Anna Maria Friman,female
675542,Ani Kavafian,female
20184,Paco de Lucía,male
20185,Pat Metheny,male
1068773,Tony Gable,male
446183,向井航,male
1527525,Darcy James Argue’s Secret Society,unknown
216815,César Camargo Mariano,male
1658609,Matt Munisteri,male
413427,Regina Spektor,female
315134,Jorge Rossy,male
3723007,Krokofant,unknown
380673,Gene Bianco,male
2903806,Jean Carla Rodea,female
2051845,Taz Modi,male
708372,Mor Thiam,male
511773,Oscar Hidalgo,male
511776,Tamara Hatwan,female
282438,Krzysztof Komeda,male
282437,Joakim Milder,male
4050760,Janine Small,unknown
413513,Tore Brunborg,male
282436,Bernt Rosengren,male
249689,Bruce Ackley,male
380764,Ferdinand Povel,male
642908,Musicians from Pakistan,unknown
282467,Charles Greenlee,male
282468,Beaver Harris,male
282471,Roger Blank,male
184178,Nya,male
479096,Chris Sholar,male
282491,Charles Moffett,male
2543491,MonoNeon,male
282510,Martin Hederos,male
675732,Leon Comegys,male
282533,Stafford James,male
282540,Freddie Waits,male
282551,Harry Carney,male
282552,Ray Nance,male
872375,Peninha,male
282553,Aaron Bell,male
282557,Eddie Locke,male
282558,Willie Rodriguez,male
184256,Nucleus,unknown
380865,Jamie King,male
184258,Ian Carr,male
1462223,Julian Lage,male
774101,The Souljazz Orchestra,unknown
872406,Dan Weiss,male
249817,Dick Heckstall‐Smith,male
610266,Roy Haynes Quartet,unknown
413656,Pedrito Martínez,male
839641,Gerard Bouwhuis,male
249833,Louie Shelton,male
348161,Anders Johansson,male
86031,Eliane Elias,female
4345875,JB Pilon,male
1495064,Nova,unknown
3362858,Tee Holman,male
413741,宮野弘紀,male
2183214,The Greg Foat Group,unknown
118835,Brian Jackson,male
1298485,斉藤真知亜,female
151608,Carmel,unknown
708667,Frederick Stephany,male
348222,Baikida Carroll,male
20559,Dexter Wansel,male
20560,Manu Dibango,male
2281555,Andrew Lamb,male
1200208,Scott Kreitzer,male
282709,Rodrigo Amado,male
1101913,Mark Ferber,male
249946,Kenwood Dennard,male
315485,Steve Madaio,male
282722,太田裕美,female
6082659,Elena Moon Park,female
1069156,Jennifer Frautschi,female
184421,Mats Gustafsson,male
4935785,Ben Vince,male
20585,Weldon Irvine,male
479349,Paul Jeffrey,male
413820,Ron Holloway,male
3297409,Peter Bennie,unknown
3592330,Sunik Kim,unknown
151696,Burkard Schmidl,male
86163,The Pointer Sisters,unknown
217242,Clark Terry,male
774300,"Ronald Bruner, Jr.",male
315550,Perigeo,unknown
315552,Don Ellis,male
217255,Roberto Colombo,male
250036,Michael Mantler,male
250037,Carla Bley,female
807099,Alice Coltrane With Strings,unknown
250047,Jack Lancaster,male
2412751,?uestlove,male
708817,Ray Draper,male
119009,Captain Beefheart,male
2248936,Ayé Aton,male
1200367,The Lloyd McNeill Quartet,unknown
741620,Heraldo do Monte,male
315640,Миша Альперин,male
315642,Аркадий Шилклопер,male
348418,Larry McDonald,male
282896,Phil Gould,male
250130,Solution,unknown
381206,Mani Neumeier,male
53527,Buckethead,male
1659162,Música Urbana,unknown
1429788,Igmar Thomas,male
315681,Bill Carson,male
315683,Christer Eklund,male
315688,"Harold ""Ivory"" Williams",male
315689,Collin Walcott,male
315691,Ture Larsen,male
315692,Niels Eje,male
315696,Thomas Clausen,male
315697,Lennart Gruvstedt,unknown
184626,Nicolas Caloia,male
315701,Jesper Thilo,male
315702,Vincent Nilsson,male
315703,Kenneth Knudsen,male
315704,Flemming Madsen,male
315708,Uffe Karskov,male
315709,Jens Winther,male
315712,Bo Stief,male
315713,Palle Bolvig,male
315714,Perry Knudsen,male
2576709,Christiane Bopp,female
315726,Jeff Berlin,male
315727,Zachary Sanders,male
315729,Sue Evans,female
271166,Eldee Young,male
151888,Dee Lewis,female
414036,Rebop Kwaku Baah,male
315733,John Blair,male
938325,Pat LaBarbera,male
271167,"Isaac ""Redd"" Holt",male
282970,Alfred 23 Harth,male
938331,Duduka da Fonseca,male
938340,"Gregorio Hernández Rios ""Goyo""",male
282988,Pheeroan akLaff,male
53613,Placebo,unknown
348527,Larry Hall,male
512368,Webster Young,male
381297,Dieter Feichtner,male
348535,Gary Foster,male
348536,Alex Iles,male
119161,Melvin “Wah Wah” Watson,male
283005,Thomas Chapin,male
315784,Zimbo Trio,unknown
315785,Rubens Barsotti,male
315789,Vinicius de Moraes,male
414107,Marcus Printup,male
414108,Ryan Kisor,male
53666,Leon Pendarvis,male
414119,Robert Creeley,male
1266088,Energy,unknown
315817,Marlene Rice,female
315825,David Kemper,male
86472,Udo Lindenberg,male
166986,Janko Nilović,male
479706,Zsolt Kaltenecker,male
20956,Donald Byrd,male
184801,The Necks,unknown
610799,Radio‐Sinfonieorchester Stuttgart des SWR,unknown
938484,Steve Becknell,male
381442,Chris Wells,male
2052617,Jørgen Mathisen,male
10179097,Strictly Missionary,unknown
348710,Tani Tabbal,male
4575787,Angel Marcloid,other
53818,Radu Malfatti,male
21056,Dom Um Romão,male
381505,Thelonious Monk Trio,unknown
676418,Eddie Rivera,male
5132872,Liz Kosack,female
283210,Ingor Ántte Áilu Gaup,male
21073,Jan Hammer,male
938577,Ruth Goller,female
2019924,Anna Högberg,female
447073,Ben Chappell,male
447078,Helen Hathorn,female
53875,John Warren,male
479868,Toto Blanke,male
381566,Tony Mottola,male
5296784,Onyx Collective,unknown
610956,Tantor,unknown
119444,Funk Factory,unknown
774810,Aziz Ansari,male
21147,Pharoah Sanders,male
6509222,Robohands,male
152232,Ibrahim Ferrer,male
3134125,Jonathan Kreisberg,male
545462,Steve Coleman and the Council of Balance,unknown
119482,浜口茂外也,male
119483,渡辺香津美,male
611005,Joel Rosenblatt,male
119486,橋田正人,male
119485,山下達郎,male
381635,Jo Armstead,female
381638,Jordi Bonell,male
774857,John Malachi,male
348897,Inayat Khan,male
1692386,Greg Fox,male
840419,佐井好子,female
545512,Robert Palmer,male
1299177,Sarah Chapman,female
6738664,HPrizm,male
3078305,Martina Forni,female
217844,Cassiber,unknown
6935287,Rymden,unknown
250629,Roger Sause,male
21262,Patrice Rushen,female
1069860,Norbert Pfammatter,male
185137,Steven Stapleton,male
1069893,Chick Corea Elektric Band,unknown
1135443,Norm Fisher,male
676694,Shawn Lane,male
283487,The Peter Malick Group,unknown
21363,James Poyser,male
414603,Wanda Sá,female
643980,György Szabados,male
316302,John Bunch,male
3167119,Grégoire Simon,male
21399,The Headhunters,unknown
381869,Songa Lee‐Kitto,female
381872,Dave Arch,male
381877,Phillip Levy,male
381880,Jacqueline Brand,female
381884,Darrin McCann,male
218045,Rahsaan Roland Kirk,male
218046,Junior Mance,male
381887,Josefina Vergara,female
381888,Julie Gigante,female
218048,Tamba 4,unknown
447429,Art Lewis,male
381895,Victoria Miskolczy,female
381896,Armen Ksajikian,male
971720,Kadri Gopalnath,male
119757,Julien Lourau,male
5624783,Cassie Kinoshi,female
381904,Sarah Thornblade,female
5624786,Sheila Maurice-Grey,female
1201105,Rowney Scott,male
447446,Gregory Williams,male
2675674,Snarky Puppy,unknown
349149,Harvey Shapiro,male
1987551,Ros Stephen,female
54243,Todd Simon,male
709612,Alfred Patterson,male
938995,Ike Isaacs Trio,unknown
283636,Jim Pugliese,male
6706169,Will Glaser,male
6706170,Gemma Moore,female
316431,Patrick Muller,male
316432,Marc Erbetta,male
381969,Googie Coppola,female
381971,Gordon Gottlieb,male
349205,Carlos Franzetti,male
185377,Syreeta,female
1332277,Calibro 35,unknown
480312,"Al Hall, Jr.",male
1332281,Luca Cavina,male
1332284,Aaron Abernathy,male
1463362,Don Lawson,male
54341,Keith Anderson,male
349256,George Davis,male
349257,Richie Resnicoff,male
545875,Al ‘Jazzbo’ Collins,male
316500,Theo Bleckmann,male
316501,Kyoko Kitamura,female
316502,Ravi Coltrane,male
316504,Dana Leong,male
316508,Grégoire Maret,male
119902,Bhob Rainey,male
250975,Richard de Bois,male
676956,石川雅春,male
316510,Ralph Alessi,male
316511,Drew Gress,male
152680,Soft Machine,unknown
283754,Paco Sery,male
152684,Stanley Cowell,male
1856629,Yuval Lion,male
709762,Paul Korda,unknown
152707,Mel Tormé,male
2610310,Ronald Bankley,male
382098,Joki Freund,male
316562,Eddie Hinton,male
382100,Peter Trunk,male
283801,Tommy Mars,unknown
382105,Emil Mangelsdorff,male
283804,Ed Mann,male
349342,Adrienne Albert,female
349346,Mike Lipskin,male
808104,Jeremy Birchall,male
316589,Jeff Haynes,male
152755,笠井紀美子,female
414901,Esperanza Spalding,female
447673,"Bill Reichenbach, Jr.",male
6214845,Jamael Dean,male
119997,Steve Nelson,male
1496262,Roman Schwaller,male
677062,Aarne Riikonen,male
677068,Rasul Siddik,male
414924,Godfrey Salmon,male
808146,Reuben Rogers,male
513237,Jacques Loussier Trio,unknown
3724508,Atomic Ape,unknown
283871,Stomu Takeishi,male
283872,Tony Cedras,male
283873,J.T. Lewis,male
23859,Roger Eno,male
414957,Alex Acuña,male
611575,Jean Cohen-Solal,male
349436,Richard Bailey,male
1070336,小原哲次郎,male
87301,Malcolm Catto,male
283913,The Kilimanjaro Darkjazz Ensemble,unknown
1889551,Dirk Belmans,male
906520,Lisa Sokolov,female
316701,Antonio Sánchez,male
316702,Steve Rodby,male
1430816,Julius Schacter,male
415026,Arriaga String Quartet,unknown
1103159,Lady Gaga,female
4674871,Jacob Collier,male
218425,戸川純,female
2086201,Scott Hesse,male
2086203,Junius Paul,male
775483,Sebastiaan de Krom,male
1660224,Jonathan Flaugher,male
611664,Bar Kokhba Sextet,unknown
5068121,Sam Wilkes,male
1627489,David Larkin,male
316772,Brenda Fassie,female
2250091,Joke Leonare,female
349559,George Devens,male
316791,Paul McCandless,male
2643319,Chojo Jacques,male
316798,Mike Marshall,male
906625,Kye Palmer,male
906627,Ryan Porter,male
349576,Don Grusin,male
349577,Warren Covington,male
1725835,Marek Pospieszalski,male
349582,Joe Temperley,male
349584,Al Schackman,male
382354,Andy Stennett,male
185751,David Sanborn,male
185752,Benny Golson,male
1541402,Wayne Davis,male
349613,Lonnie Hillyer,male
349615,Charles McPherson,male
808379,Russ Freeman,male
153021,Ugo Delmirani,male
251331,Harold Mabern,male
251333,Johnny Griffin,male
447940,Okay Temiz,male
251334,Arthur Harper,male
316872,Charles Spearin,male
316873,Ohad Benchetrit,male
316877,Mark Edwards,male
284114,Hilda Harris,female
1201626,The Prestige All Stars,unknown
415195,Jerry Antonius,male
316892,Hugh Webb,male
87519,Stanley Clarke,male
447971,Dreams,unknown
1136101,Meinolf Bauschulte,male
2971113,Chris Pitsiokos,male
349676,Ustad Shaukat Hussain,male
2971119,Adam Halliwell,male
218607,Miki Howard,female
120312,Paul Horn,male
1431037,Ysengourd Knörh,male
120328,Peter Brötzmann,male
873992,不破大輔,male
120331,灰野敬二,male
2774547,Aram Bajakian,male
415258,Colin James,male
480807,Steve Henderson,male
284204,Steve Swallow,male
284206,Marty Ehrlich,male
284214,Globe Unity Orchestra,unknown
316985,Orville Saunders,male
316987,Keith Killgo,male
316989,Kevin Toney,male
710204,Christy Doran,male
546378,Ed Arkin,male
4544085,Thom Nguyen,male
284253,Jade Warrior,unknown
2086501,Victor Lowrie,male
349799,Jimmy Nottingham,male
415336,L.A. Express,unknown
349802,Patti Bown,female
1857134,Horace Tapscott and Pan Afrikan Peoples Arkestra,unknown
2872946,Marquis Hill,male
2872947,Mai Sugimoto,female
775798,翠川敬基,male
939638,Asnaké Gèbrèyès,male
6772344,Ben Karas,male
284285,Gordinho,male
775808,Ronu Majumdar,male
1398403,Korekyojinn,unknown
349828,Kari Heinilä,male
3004040,Thomas Johansson,male
284312,Donald Ayler,male
251548,Jane Scarpantoni,female
1234600,Majid Bekkas,male
87721,Bryan Ferry,male
2676404,Theon Cross,male
218806,Lindsay Cooper,female
251579,Liza Strike,female
147699,Clive Bell,male
841424,François Weyer,male
317139,伊東たけし,male
251606,Reino Laine,male
251607,Heikki Sarmanto,male
317144,Jodie Christian,male
55005,August Darnell,male
513764,"Eugene ""Fats"" Heard",male
10835686,Dylan Tabisher,male
415462,Francesco Lo Cascio,male
251623,Pierre Michelot,male
284393,Gary Novak,male
415476,Mickey Baker,male
415477,Bob Rolontz,male
218873,Gregg Arreguin,male
5199617,Carlos Eiene,male
317191,Sivuca,male
317196,Mauro Senise,male
284430,Jessica Moss,female
2479889,Olgierd Walicki,male
55069,Gary Barnacle,male
1005346,Matti Bye,male
710437,The Joe Harriott Quintet,unknown
251688,Alan Dawson,male
251689,The Dave Brubeck Quartet,unknown
55080,Ry Cooder,male
120620,James Moody,male
120623,Toots Thielemans,male
120624,Mervyn Warren,male
743219,Jeff Morton,male
120634,Yellowjackets,unknown
284482,Greg Leisz,male
153410,Serj Tankian,male
6248261,Matt Lynch,male
153423,Robin Hayward,male
513875,Matthew Scrivener,male
317272,Kent Carter,male
218974,Jimmy Johnson,male
1005409,Peter Kral,male
3692393,Henry Wu,male
350059,Diedre Murray,female
218989,Mitch Gibson,male
3856239,Nick Ciontea,unknown
350066,Bobby Porcelli,male
2479987,Umut Çağlar,male
612213,Sylvia Hallett,female
251769,Coleman Hawkins,male
251771,Esko Rosnell,male
251772,Pekka Pöyry,male
153470,Wayne Henderson,male
251777,Billy Taylor,male
251778,J.J. Johnson,male
251779,Kenny Drew,male
481155,Bruno De Filippi,male
251782,Connie Kay,male
546695,Marcus Forsgren,male
251783,Tadd Dameron,male
251786,Coleman Hawkins Quartet,unknown
186252,Dave Burns,male
317327,Baldo Maestri,male
3331985,Grzegorz Masłowski,male
776104,芳野藤丸,male
317358,Tony Rabeson,male
415664,Darren Johnston,male
453852,Charles Mingus,male
3725236,Morten McCoy,male
645043,Jimmy Rowser,male
448446,Guillermo Rubalcaba,male
251850,Gary Coleman,male
776138,Michael Cochrane,male
317399,Whit Dickey,male
546777,Bill Peterson,male
841693,Gary Burton Quartet,unknown
874461,Jonathan Peretz,male
251873,Art Pepper,male
1071073,Takehisa Suzuki,unknown
251875,Leroy Vinnegar,male
1071075,中島御,male
251878,Chuck Thompson,male
940013,Buddy Terry,male
6182894,Emma‐Jean Thackray,female
1497070,Johann Anton Rettenbacher,male
382969,Fred Kevorkian,male
317436,Chris Karan,male
284677,Klaus Koch,male
579596,Lewis Wright,male
514060,片山広明,male
89149,三宅純,male
