did,mid,name,year,gender,country
179571,485674,Scott Kinsey,,1,United States
179574,40350,Kurt Rosenwinkel,1970,1,United States
933246,1102904,Pablo Yglesias,,1,United States
2440577,1089607,Nadje Noordhuis,1980,2,Australia
114050,988021,Chuck Gentry,1911,1,United States
1719690,21831,Joshua Redman Quartet,,,United States
605580,1079395,Adelhard Roidinger,1941,1,Austria
671129,1423794,Marcin Oleś,1973,1,Poland
671136,1423792,Bartłomiej Oleś,1973,1,Poland
376244,897206,Bill Cole,1936,1,United States
784687,1836805,Selene Hurford,,2,United States
1785274,1117743,Lisa Ullén,,2,Sweden
376253,1079389,Klaas Hekman,1949,1,Netherlands
277950,694459,Stan Webb,1936,1,United States
277954,882541,Art Ryerson,1913,1,United States
343492,205001,Flat Earth Society,1998,,Belgium
409028,385610,Alan Varner,,1,United States
48582,239035,Jaki Liebezeit,1938,1,Germany
343494,1536921,Benjamin Boutreur,1975,1,Belgium
343495,470958,Tom Wouters,1971,1,Belgium
343498,1461388,Marc Meeuwissen,1968,1,Belgium
343499,1532886,Bruno Vansina,1975,1,Belgium
277964,429062,Bernie Leighton,1921,1,United States
343501,977969,Stefaan Blancke,1969,1,Belgium
343502,403356,Teun Verbruggen,1975,1,Belgium
343503,1795201,Wim Willaert,1967,1,Belgium
769492,1146942,Kirk Knuffke,1980,1,United States
605652,1805828,Masao Suzuki,,1,Japan
48599,281450,Jukka Tolonen,1952,1,Finland
376280,769151,Allan Ganley,1931,1,United Kingdom
582795,295006,Vince Prudente,1937,1,United States
245241,381660,Val Garay,1942,1,United States
2964990,749062,Elin Larsson,1984,2,Sweden
1949200,1376999,Arthur Brooks,,1,United States
15900,2997,Ennio Morricone,1928,1,Italy
376348,681291,Παντελής Καραγιώργης,1962,1,Greece
179749,9783,Magma,1969,,France
441895,395140,Steve Short,,1,United Kingdom
343615,446609,Helik Hadar,,1,United States
147031,40269,Norah Jones,1979,2,United States
1556056,1580392,Florian Monchatre,,1,France
540253,1042107,Bobby Orr,1928,1,United Kingdom
671327,14976,François Couperin,1668,1,France
376424,657646,坂本弘道,1962,1,Japan
343663,1532879,Kristof Roseeuw,1967,1,Belgium
1523315,1822579,Jair Alcalá,1981,1,Monterrey
278126,447757,Bernard Löhr,,1,Sweden
7716467,1838348,We Used to Cut the Grass,,,New Jersey
278141,1051726,仙波清彦,1954,1,Japan
310912,1232004,Enrico DiCecco,,1,United States
3423873,1291308,Mette Henriette,1990,2,Norway
310914,383640,Jeanne LeBlanc,,2,United States
310913,621980,Vincent Lionti,1959,1,United States
540315,887480,Dave Stone,,1,United States
343725,139519,Kasper Winding,1956,1,Denmark
310959,453097,松江潤,,1,Japan
48823,11,Squirrel Nut Zippers,1993,,United States
638654,930734,Charles Loos,1951,1,Belgium
310978,427690,Erik Johannessen,1975,1,Norway
376518,757462,水谷浩章,1963,1,Japan
1064646,807825,David Bindman,,1,United States
540366,601047,Peter Epstein,1967,1,United States
376533,776875,青木タイセイ,,1,Japan
1228501,1080240,Graham Cole,,1,United Kingdom
311000,347779,Hans Josef Groh,,,Germany
507615,481280,Todd Reynolds,,1,United States
2408160,922112,The Ben Webster Quintet,,,United States
48865,777,Kool & the Gang,1964,,United States
343784,304675,Pat Rizzo,1941,1,United States
212715,357836,Tony Buck,1961,1,Australia
245493,855377,David Stone,,1,United States
1130242,628080,Marta Handschke,,2,Poland
179973,50399,DAAU,1992,,Belgium
835336,128786,Shana Morrison,1970,2,United States
507659,649036,Thomas Mera Gartz,1944,1,Sweden
343820,322578,Louis Sclavis,1953,1,France
343823,995063,Hans Koch,1948,1,Switzerland
343825,1398897,Christian Radovan,1962,1,Austria
343821,1133003,Johannes „Hannes“ Bauer,1954,1,Germany
3063580,182068,Édition Spéciale,1975,,France
704295,805467,September,,,Slovenia
212786,51446,Stan Kenton,1911,1,United States
835392,470895,Mark Gould,1947,1,United States
311107,381446,Chris Parker,,1,United States
409412,1784160,Tomás Improta,,1,Rio de Janeiro
507717,258695,Ken Chaney,1938,1,Chicago
1261379,551869,S. M. V.,2007,,United States
474974,302529,Travis Dickerson,,1,United States
376673,565807,Shanir Ezra Blumenkranz,1975,1,United States
343917,366616,Morgan Ågren,1967,1,Sweden
409460,1050224,The George Duke Trio,,,United States
3784568,1172281,Black Flower,2013,,Belgium
442232,700033,Michel Hausser,1927,1,France
278404,1895910,David White,,1,United Kingdom
3063692,1909057,Gaétan Desbiens,,1,Montréal
737185,1131807,Rudy Gomis,,1,Senegal
540585,171738,Codona,1978,,United States
999337,45364,Sanseverino,1961,1,France
540589,1398476,Woody Schabata,1955,1,Austria
343984,361011,Burton Greene,1937,1,United States
1228717,620682,Liam Noble,1968,1,England
1392573,1005966,Louis Cato,,1,United States
81857,288142,Frank Ricotti,1949,1,United Kingdom
835550,607615,Robert Barry,1932,1,United States
2375652,1484667,Jimmy Robinson,,1,United States
442348,455062,Manfred Rürup,1951,1,Germany
245741,39787,John Surman,1944,1,United Kingdom
573428,894987,Jimmy Pratt,,1,United States
16388,23039,Michael Brook,1951,1,Canada
573449,958197,Richard Boone,1930,1,United States
2637845,510934,Matthew Brook,,1,United Kingdom
671766,628770,Stephen Orton,,1,United Kingdom
81944,585158,Cory Daye,1952,2,United States
442393,818846,Chuck Greenberg,1950,1,United States
671771,598403,Robert Johnston,,1,United Kingdom
2342940,915212,Tamar Osborn,,2,United Kingdom
442395,1083390,Jamii Szmadzinski,,1,United States
180275,3001,Henry Kaiser,1952,1,United States
245813,59134,Márcio Lott,1940,1,Brazil
1196086,1086306,Bjarte Eike,,1,Norway
344120,883659,Johannes Frisch,1958,1,Germany
2113592,601796,Contemporary Noise Sextet,,,Poland
3948603,2416803,富樫雅彦とギルド・フォー・ヒューマン・ミュージック,,,Japan
475198,995969,Andi Reisner,,1,Germany
245834,838151,Alan Tomlinson,,1,United Kingdom
737354,531390,Johnny Machin,,1,United Kingdom
114788,306390,Gilad Atzmon,1963,1,United Kingdom
1458276,193900,Deus ex machina,1985,,Italy
999530,871541,宮崎全弘,1955,1,Japan
82040,293380,Arcana,1995,,United States
835704,818804,Liliana Urbańska,1939,2,Poland
311416,487183,David Goldblatt,,,United States
16508,66628,Madlib,1973,1,United States
16509,373797,Billy Wooten,,1,United States
573568,567043,Helen Keen,1956,2,United Kingdom
573569,903435,Owen Slade,1963,1,United Kingdom
573571,1193255,Sue Böhling,,2,United Kingdom
573573,1084560,Catherine Bradshaw,,2,United Kingdom
16533,15770,Gil Scott‐Heron,1949,1,United States
376982,387223,Brian Montgomery,,,United States
1261725,888054,乾裕樹,1949,1,Japan
82080,56174,Orchestra Baobab,1970,,Senegal
11387045,350145,Leroy Williams,,1,United Kingdom
344231,1729678,Karl Strømme,1976,1,Norway
573610,959428,Dave Crigger,1963,1,United States
6537392,1782126,Alina Bzhezhinska,,2,United Kingdom
1097917,834308,Anthony Arnold Dagradi,1952,1,United States
278725,665792,Brahim Fribgane,,1,Morocco
1458374,1657372,Catherine Delaunay,1969,2,France
278730,423163,Richard Wyands,1928,1,United States
508108,2241,Tuatara,1996,,United States
737492,144970,Carlos “Patato” Valdés,1926,1,Cuba
737496,820712,Steve Bohannon,,1,United States
377051,69641,Pete Rugolo and His Orchestra,,,United States
245985,1013668,Dian Sorel,,2,United States
213242,5222,Clare Fischer,1928,1,United States
16661,309641,John King,,1,Los Angeles
311577,756034,Barry De Souza,1946,1,London
213280,385006,Larry Gold,1948,1,United States
442664,665817,Satoshi Takeishi,1962,1,Japan
442665,699412,Andy Laster,1961,1,United States
442668,273512,Jon Madof,1974,1,United States
442671,845211,Brandon Seabrook,1984,1,United States
2048309,1518054,Finn Loxbo,,1,Sweden
442680,1070407,Stanley Todd Kwesi,,1,Ghana
4636986,1599309,Luke Stewart,,1,"Washington, D.C."
344385,674944,Tim Cansfield,1951,1,United Kingdom
573764,1610363,Richard Martin,1948,1,United States
1524047,719964,Earl Davis,1984,1,United States
147793,92537,Mark Ledford,1960,1,United States
737638,1004232,David Edmead,,1,United States
16748,3456,Eartha Kitt,1927,2,United States
344430,1257509,Jean Guérin,,1,France
82294,23,Tom Waits,1949,1,United States
5325174,1762220,Diana Wade,,2,United States
49530,56721,Narada Michael Walden,1952,1,United States
377228,822961,Martin Küchen,1966,1,Sweden
868749,1682500,Robert Weiss,1956,1,Austria
278927,425803,Thomas Strønen,1972,1,Norway
508304,383592,Ed Greene,,1,United States
278928,591227,Ståle Storløkken,1969,1,Norway
278940,121640,Katie Melua,1984,2,United Kingdom
5095837,2527242,Danielle Oosterop,,2,Netherlands
278938,40349,Omara Portuondo,1930,2,Cuba
278950,301718,Areski Belkacem,1940,1,France
1425837,768847,Alex Stolze,,1,Germany
442798,499988,Dieter Rehm,1955,1,Germany
311734,4509,Stuff Smith,1909,1,United States
344508,547517,Maciej Rakowski,1951,1,United Kingdom
311740,58049,Nellie Lutcher,1912,2,United States
1098176,1808334,Nigel Hall,1981,1,United States
147904,629426,Dr. Tree,1974,,New Zealand
344516,547515,Ben Cruft,1949,1,United Kingdom
49605,11814,The Manhattan Transfer,1969,,United States
410054,677970,Pete Karam,,1,New York
344520,1114604,Rita Manning,,2,Ireland
410057,999425,Jason Stasium,,1,United States
344522,489675,Martin Loveday,1958,1,United Kingdom
344528,547516,Jim McLeod,,1,United Kingdom
344532,521529,Helen Liebmann,,2,United Kingdom
344535,427547,Robert Smissen,1950,1,United Kingdom
344537,294460,Roger Garland,,1,United Kingdom
344538,437934,Boguslaw Kostecki,,1,United Kingdom
639452,267108,Rufus Jones,1936,1,United States
508384,52812,Ray Bryant Trio,,,United States
999914,122653,Пётр Ильич Чайковский,1840,1,Russia
639469,701103,Ed Mullens,1916,1,United States
16877,218698,Ivan “Boogaloo Joe” Jones,1940,1,United States
5161475,1499938,Duval Timothy,,1,United Kingdom
377348,49252,Jay Chattaway,1946,1,United States
49673,90723,Oneness of Juju,1975,,United States
213515,96114,Stark Reality,,,United States
344610,793378,Sid Cooper,1918,1,Canada
410153,938519,John Wang,,1,United States
410168,2368780,Victor Schonfield,,1,United Kingdom
475706,987007,Bobby Naughton,1944,1,United States
377410,161944,Tyrone Washington,1944,1,United States
1753686,1146574,Mark Gardner,,1,United States
49759,359345,Oliver Lake,1942,1,United States
16996,177160,John Rocca,1960,1,United Kingdom
279146,61073,Bob Moses,1948,1,United States
1688181,1785223,Khaled Yassine,,1,Lebanon
2540164,1871922,Ernest Pignon-Ernest,1942,1,France
279174,237380,Larry Klein,1959,1,United States
311945,151864,Joel Moss,1946,1,United States
311952,364409,Melba Liston,1926,2,United States
6800032,2236290,Axel Kaner-Lidstrom,,1,London
475809,434750,Shake Keane,1927,1,Saint Vincent and The Grenadines
2179743,46117,Ohm,2002,,United States
672419,1357294,René López,,1,United States
311975,527131,Julian Argüelles,1966,1,United Kingdom
1196711,41240,Ivor Slaney,1921,1,United Kingdom
311978,988763,Mark Nightingale,1967,1,United Kingdom
901802,1099414,金子マリ,1954,2,Japan
901803,1153611,亀渕友香,1944,2,Japan
606895,647084,Don Shirley,1927,1,United States
934581,638825,Raphael Rogiński,1977,1,Poland
344759,105021,Wolfgang Schmid,1948,1,Germany
311992,204611,Paul Quinichette,1916,1,United States
279230,77799,Ellis Hall,,1,United States
6767296,2115693,Guillaume Cazalet,1988,1,Belgium
4539072,1446524,Owane,1993,1,Norway
574157,870353,The Brother Jack McDuff Quartet,,,United States
312014,11617,Paul Anka,1941,1,Canada
410320,172243,Artie Kaplan,1945,1,United States
17111,279863,Moritz von Oswald,1962,1,Germany
312031,602163,Eric Harland,1976,1,United States
344801,661636,Guy Warren,1923,1,Ghana
312036,1012916,Ross Vannelli,,1,United States
606945,1490686,Monica Burruss,,2,United States
1859579,2460756,小林武文,,1,Japan
279273,306113,Bucky Pizzarelli,1926,1,United States
279274,993956,Joe Grimm,,1,United States
279275,515916,Bobby Rosengarden,1924,1,United States
574185,2415010,Tommy López,1931,1,New York
705287,1198313,Riley Osbourn,,1,United States
246536,106960,Michael Gibbs,1937,1,Zimbabwe
1786643,888123,Nenê,,1,Brazil
344855,1006376,Casey Scheuerell,,1,United States
410397,461832,Anders Hana,1982,1,Norway
574247,960772,Eddie Diehl,1936,1,United States
82740,182486,John Tchicai,1936,1,Denmark
3392311,1772100,Jazz-Iz-Christ,2012,,United States
17212,2935,Robbie Williams,1974,1,United Kingdom
1459004,454283,Greg DiCrosta,,1,United States
639808,903352,Lloyd Miller,1938,1,United States
115535,240783,Mike Lindup,1959,1,United Kingdom
4277072,1995753,Martin Rude,,1,Denmark
443229,1062935,石川晶とカウント・バッファローズ,,,Japan
2048863,1377863,Pascal Paulus,,1,Belgium
246639,111615,Ray Russell,1947,1,United Kingdom
5260145,1416250,Moor Mother,,2,Philadelphia
213873,1133024,Mary Oliver,1956,2,United States
181108,5345,Bob Berg,1951,1,United States
82811,385640,James A. Farber,,1,United States
213891,644579,Pierre Dørge,1946,1,Denmark
3916679,1272677,Natural Information Society,2012,,United States
9945991,2209811,The Lovecraft Sextet,,1,Netherlands
574346,367192,Heinrich Köbberling,1967,1,Germany
738190,2279980,Paul Mahoney,,1,Ireland
738191,2292420,Graham Revell,,1,United Kingdom
312209,1781897,Joe Correro,,1,United States
738193,2292416,Lee Buick,,1,United Kingdom
3785620,665912,Adela Peña,,2,United States
738197,752628,Rémi Sciuto,1976,1,France
50070,388951,Per “Texas” Johansson,1969,1,Sweden
50072,209541,Goran Kajfeš,1970,1,Sweden
836509,515399,Donald Greig,1959,1,United Kingdom
2769823,2263185,"Clarence ""Oscar"" Smith",,1,United States
50087,253763,Brian Smith,1939,1,New Zealand
476075,1056489,Sam Bardfeld,,1,United States
574384,1056968,Gunnar Halle,1973,1,Norway
279473,41728,Peter Hammill,1948,1,United Kingdom
50101,204587,Peter Scherer,,1,Switzerland
443322,757503,Bonnie Herman,,2,United States
5915579,1720242,老丹,,1,China
639934,435793,櫻井哲夫,1957,1,Japan
345033,287075,Roel Van Camp,,1,Belgium
345034,287073,Buni Lenski,,1,Belgium
3752907,1871338,Tyler J. Borden,,1,United States
345035,287074,Simon Lenski,1977,1,Belgium
345037,470907,Theodore Israel,1927,1,United States
50123,63323,John Klemmer,1946,1,United States
345039,1103147,Al De Risi,,1,United States
279509,366621,Mats Öberg,1971,1,Sweden
181208,50697,Leon Thomas,1937,1,United States
639960,932320,Bronislaw Gimpel,1911,1,Poland
639963,663163,Frank Brieff,1912,1,United States
181213,430329,Joe Bonner,1948,1,United States
639976,370016,Gérard Gustin,1930,1,France
4080626,1910364,Perrin Moss,,1,Australia
115700,314832,Peter Cusack,,1,United Kingdom
148475,444449,Tony Scott,1921,1,Italy
312317,20618,Tommy Bolin,1951,1,United States
246786,1023173,Terry Philips,,1,United States
967686,1691463,Billy Root,1934,1,United States
1033222,649713,Emil Viklický,1948,1,Czechia
967685,2381939,Albert Richman,,1,United States
181257,209995,David Was,1952,1,United States
1983502,1648516,Twan Sibon,,1,Eindhoven
214033,318716,Stephen O’Malley,1974,1,Paris
410647,462652,Gwen Laster,,2,United States
214055,882101,Chris Cunningham,,1,United States
377902,984461,Erik Niord Larsen,1943,1,Norway
246846,739672,Don Rendell,1926,1,United Kingdom
4408388,1313191,Phil Weinrobe,,1,United States
279620,372145,Rik Pekkonen,,1,United States
1131590,591526,Phil Noy,,,Australia
279632,772083,Stephan Crump,1972,1,New York
410707,177086,Chris Poland,1957,1,United States
6767700,1787081,John Carroll Kirby,,1,Los Angeles
1721428,483408,Túlio Mourão,1952,1,Brazil
214106,215917,Steven Bernstein,1961,1,United States
17501,47575,Jaga Jazzist,1994,,Norway
312417,5432,Shorty Rogers,1924,1,United States
8766568,2115531,Work Money Death,,,Leeds
312427,75865,Jimmy Hamilton,1917,1,United States
312428,267270,John Sanders,,1,United States
312429,291757,Willie Cook,1923,1,United States
279662,161039,Michael Boddicker,1953,1,United States
476284,1455299,John Dwyer,1974,1,United States
1393797,753831,Gaëlle Kerrien,,2,France
672905,460621,Hypnotic Brass Ensemble,,,United States
17546,31747,Quincy Jones,1933,1,United States
410763,351609,Hansford Rowe,1954,1,United States
1098894,386686,Phil Seamen,1926,1,United Kingdom
378001,404379,Billy Harper,1943,1,United States
2966675,1577747,宮坂高志,,1,Japan
836757,529437,Stephen Charlesworth,,1,United Kingdom
279707,239781,Manolo Badrena,1952,1,Puerto Rico
83103,355698,Ronnie Gardiner,1932,1,United States
17583,57566,David Darling,1941,1,United States
312498,1012800,Josh Jones,,1,United States
17590,37927,Youssou N’Dour,1959,1,Senegal
1131705,2122867,Peter Winograd,,1,United States
1098942,322227,Dan Andrei Aldea,1950,1,Romania
312535,563117,Oscar Moore,1916,1,United States
214233,524352,Freddie Perren,1943,1,United States
312537,1207936,Rick Henderson,1928,1,United States
312540,853455,Sam Marowitz,1920,1,United States
1754333,620686,James Allsopp,1981,1,United Kingdom
312546,527008,Pullman “Tommy” Pederson,1920,1,United States
312547,380371,Herbie Harper,1920,1,United States
541926,497798,Chet Baker Sextet,,,United States
443624,1502740,Melvin Jackson,,1,United States
17640,11568,Level 42,1980,,United Kingdom
312552,974478,Skeets Herfurt,1911,1,United States
115947,261428,The London Session Orchestra,,,United Kingdom
312556,737288,Al Hendrickson,1920,1,United States
181485,7842,Eugene Chadbourne,1954,1,United States
3785966,1709075,The Breathing Effect,,,Brooklyn
312571,1876434,Bill Schaeffer,,1,United States
1230084,895135,James Walker,,1,United States
115975,1046981,Raphe Malik,1948,1,United States
738573,764921,Tony Morales,,,United States
279827,609130,Atakatun,,1,United States
705819,758495,Sam Cytron,,1,United States
378138,343646,C. Spencer Yeh,1975,1,Brooklyn
2311455,842087,Nathan Daems,1983,1,Belgium
673059,1868113,Florian Pellissier,1974,,Paris
247084,58171,Nels Cline,1956,1,United States
509239,1861412,Demetrio Muñiz,,1,Cuba
509240,981938,Daniel Ramos,,1,Cuba
312641,358585,Albert “Tootie” Heath,1935,1,United States
3097924,1391677,Michael Beharie,,1,New York
3982666,1066989,Alabaster dePlume,,1,Manchester
410964,489390,Ralph Patlan,,1,United States
312667,46669,Victor Wooten,1964,1,United States
312668,85217,Kevin Eubanks,1957,1,United States
378212,568762,Thurman Barker,1948,1,United States
2049381,2536456,Michael Raum,,1,Germany
214376,463591,Dino J.A. Deane,1950,1,United States
2049385,1424702,Maximilian Wittmann,,1,Germany
804220,733790,Nils‐Olav Johansen,1966,1,Norway
804221,873190,Jon Fält,1979,1,Sweden
214399,488966,Dylan Posa,,1,United States
214402,311178,Gerry Hemingway,1955,1,United States
83336,558042,Tony Quigley,,1,United Kingdom
214410,366245,Mark Dresser,1952,1,United States
935327,1191381,Horace Tapscott Quintet,,,United States
3065251,1714184,Simmy Singh,,2,United Kingdom
1590694,2447281,Sándor Vajda,,1,Hungary
902576,1391248,Kamala Walker,,1,United States
83378,237807,John Leckie,1949,1,United Kingdom
50616,107875,Gianluca Petrella,1975,1,Italy
148926,31657,Don Byron,1958,1,United States
280004,366248,Marc Ducret,1957,1,France
280005,371485,Tom Rainey,1957,1,United States
247237,384587,Renée Neufville,,,United States
935369,385362,Bruz Freeman,1921,1,United States
1918419,1377864,Pascal Mohy,1980,1,Belgium
443864,390039,Steve Fowler,1949,1,United States
50650,368143,Lisa Bassenge,1974,2,Germany
280029,4178,Jack Sheldon,1931,1,United States
280030,470850,Gayle Levant,,2,United States
280031,527948,Gene Cipriano,1928,1,United States
280032,389648,Dennis Budimir,1938,1,United States
280033,370448,Chuck Findley,1947,1,United States
935401,1099298,Louis Spears,1935,1,United States
1590780,2237765,Salvador Pueyo Pons,1935,1,Spain
280070,676307,Jackie Kelso,1922,1,United States
280072,506602,Lew McCreary,1927,1,United States
1328650,277283,Companyia Elèctrica Dharma,1974,,Spain
280075,527005,Dick Nash,1928,1,United States
280084,1052297,Bob Findley,,1,United States
312861,944019,Heiner Wiberny,1944,1,Germany
542240,1098557,Tereza Stanislav,,2,United States
83488,274188,Madhouse,1987,,United States
1099314,1302981,Hubert Zemler,,1,Poland
443955,1518664,John Vieira,,1,United States
2115123,607944,Emma Banks,,2,London
575036,434156,Juan de Marcos González,1954,,Cuba
1295941,2558740,Mandolin Orchestra Caecilia,,,Netherlands
345686,551106,Jack Mauer,1946,1,Belgium
312925,734753,George Arus,,1,United States
345709,1963177,Jason “JT” Thomas,1973,1,United States
345715,286200,Horacio ‘El Negro’ Hernández,1963,1,Cuba
7423606,2454758,Kevin Murray,2000,1,United States
345719,603815,Rodney Whitaker,1968,1,United States
345720,52897,Roy Hargrove Quintet,,,United States
345718,578033,Gregory Hutchinson,1970,1,United States
3425915,833434,Black Unity Trio,,,United States
280191,164451,Danny Gottlieb,1953,1,United States
83593,46218,Steroid Maximus,1990,,United States
2377357,446492,KILLING TIME,1982,,Japan
509586,1662532,Jean Querlier,,1,France
542359,574866,Eyal Maoz,1969,1,Israel
509595,1216976,Francis Gorgé,1953,1,France
345763,93207,Warren Bernhardt,1938,1,United States
345766,984848,Peter Warren,1935,1,United States
2410151,1403714,Sarah Pagé,,2,Canada
1885874,695600,Bob Graettinger,1923,1,United States
345783,575085,Jan Fride Wolbrandt,1952,1,Germany
1132220,1289675,George Shelby,,1,United States
1951421,621845,The Stanley Clarke Trio,2009,,United States
313023,734761,Les Robinson,1914,1,United States
902849,833904,Freddie Roulette,1939,1,United States
313026,734774,Al Avola,1914,1,United States
542405,513895,Paul Morgan,,1,United Kingdom
18121,1381,Dave Pike,1938,1,United States
345801,9571,Vladimir Tarasov,1946,1,Russia
345803,465567,Vladimir Chekasin,1947,1,Russia
345804,244368,Danny Moss,1927,1,United Kingdom
345805,743580,David Snell,1936,1,United Kingdom
18126,73894,Francisco Aguabella,1925,1,Cuba
313039,605460,Jimmy Maxwell,1917,1,United States
1951440,1544451,Anne-Marie Dufour,,2,France
18124,73891,Derf Reklaw,1947,1,United States
2049747,1267191,Jason Rigby,1974,1,United States
18142,362607,Byard Lancaster,1942,1,United States
1722084,649307,Agorà,1974,,Italy
18160,354273,Mel Collins,1947,1,United Kingdom
771827,949141,川瀬正人,,1,Japan
313075,758476,Fred Stulce,,1,United States
214775,303862,Helge Sten,1971,1,Norway
313079,734773,Bob Kitsis,1917,1,United States
313084,767409,J.C. Heard,1917,1,United States
378622,378821,Steve Tavaglione,,1,United States
149249,76512,The Ramsey Lewis Trio,1956,,United States
313090,734749,Chuck Peterson,1925,1,United States
149254,47596,Milt Jackson,1923,1,United States
149255,113604,Frank Strazzeri,1930,1,United States
83723,37672,Milton Nascimento,1942,1,Brazil
83724,5689,Gilberto Gil,1942,1,Brazil
378636,303477,Robin Sylvester,1950,1,United States
247567,249041,Manfred Eicher,1943,1,Germany
2606871,641056,Anna Webber,1984,2,Canada
2606872,922114,Ben Williams,1984,1,United States
476951,410310,Pete Williams,,1,United States
83738,120908,Lô Borges,1952,1,Brazil
83739,55297,Elza Soares,1930,2,Brazil
83740,37250,Eumir Deodato,1943,1,Brazil
313118,512603,Earle Warren,1914,1,United States
2180892,806895,Time Wharp,,2,Brooklyn
411424,819596,Lars-Göran Ulander,1943,1,Sweden
870179,958373,Wolfgang Reisinger,1955,1,Austria
313124,723837,Jimmy Crawford,1910,1,United States
83766,38778,Toninho Horta,1948,1,Brazil
83771,81239,Ivan Lins,1945,1,Brazil
83772,56759,Nara Leão,1942,2,Brazil
214846,33792,Don Preston,1932,1,United States
837439,495836,Micaela Comberti,1952,2,United Kingdom
313152,1103367,Les Jenkins,,1,United States
1132362,697737,Sambrasa Trio,1965,,Brazil
1132363,1124532,Humberto Clayber de Souza,1937,1,Brazil
149325,337164,Jasper van ’t Hof,1947,1,Netherlands
1623893,1742432,Mark Goodell,,1,Brooklyn
542553,1372431,Richard Koch,1979,1,Austria
378715,381777,Dennis Karmazyn,,1,United States
673634,930414,Emil Strandberg,,1,Sweden
83812,244977,Daniel Ponce,1953,1,Cuba
83813,30403,Xavier Cugat,1900,1,La Habana
378738,1481661,Michael Lytle,1945,1,United States
1329012,63264,Kami Lyle,,,United States
116604,369323,Roy Nathanson,1951,1,United States
116605,81952,Cyrus Chestnut,1963,1,United States
280447,250971,Chris Abrahams,1961,1,Sydney
1099651,940705,Ruben McFall,,1,United States
182167,175191,Orlann Divo,1937,1,Brazil
182168,145454,Paulo Moura,1932,1,Brazil
280474,557979,Howard E. Scott,1946,1,United States
477108,960013,Al Dreares,1929,1,United States
1820597,1750063,Yasuyuki Takahashi,,1,Japan
313276,444774,Antoine Gaillet,1977,1,France
837570,11750,Orpheus Chamber Orchestra,1972,,United States
935882,984031,Al Chernet,,1,United States
182232,315545,Juan García Esquivel,1918,1,Mexico
1198041,1441905,Quin Kirchner,1981,1,United States
83943,371193,Greg Gisbert,1966,1,United States
804840,552413,Sonny Greenwich,1936,1,Canada
1984490,765759,Kahil Nayton,,1,Brooklyn
1984492,765770,Chris Weber,,1,Australia
1525747,1745020,Игорь Саульский,1952,1,Soviet Union
739316,272494,Jeff Castleman,,1,United States
2508791,1114697,De’Sean Jones,,1,Detroit
608247,870935,Gideon Juckes,,1,United Kingdom
215033,452384,Charles Tolliver,1942,1,United States
739322,267096,Money Johnson,1918,1,United States
739321,1005956,Benny Green,1927,1,United Kingdom
1165312,891322,Tomas Fujiwara,1977,1,United States
1165313,1596403,Josh Sinton,1971,1,United States
3786756,2137050,Tomasz Sroczyński,,1,Poland
411658,921981,Linda Fredriksson,1985,2,Finland
2574348,1350933,Philip Doyle,,1,United Kingdom
509967,1789627,Holly Simpson,,2,United Kingdom
1361937,605889,Kendrick Scott,1980,1,United States
215066,416767,Wendell Harrison,1942,1,United States
51227,107002,James White and the Blacks,,,New York
3655719,1258807,Jan Kiesewetter,,1,Germany
3557420,2397914,Soji Adebayo,,1,United States
903228,853450,Raed Yassin,1979,1,Lebanon
346173,1071357,Tubby Hayes Quartet,,,United Kingdom
346175,793811,Jerry Hahn,1940,1,United States
346176,1258791,Bill LaVorgna,1933,1,United States
608322,661259,Robert Cornford,1940,1,United Kingdom
510030,1437529,John Finkbeiner,,1,United States
608352,973714,Jean-My Truong,,1,France
608353,2237103,Joël Dugrenot,1966,1,France
1198175,1234076,Nick Walters,,1,Manchester
280676,198225,Michael Carvin,1944,1,United States
182374,398142,Erik Honoré,1966,1,Norway
387946,1252530,Frank Gibson Jr,1946,1,New Zealand
1362039,1244345,Kahondo Style,1982,,United Kingdom
936058,627285,Ryszard Tymański,1968,1,Poland
280703,385592,Tom “Bones” Malone,1947,1,United States
280704,344823,Larry Schneider,1949,1,United States
280705,365470,Milcho Leviev,1937,1,Bulgaria
280706,330518,Walt Fowler,1955,1,United States
280708,381462,Glenn Ferris,1950,1,United States
2279569,1992891,Jason Gray,,1,Seattle
280724,448138,Maurice Vander,1929,1,France
379032,1709012,Jimmy Hynes,,1,New York
379034,144536,David Mann,,1,United States
1755297,1008955,Ryan Power,,1,United States
247974,565615,Pete Lockett,1963,1,United Kingdom
5556396,1758022,Daniel Casimir,,1,United Kingdom
575662,824384,Van Alexander,1915,1,United States
84145,309632,Michael Thompson,1954,1,Culver City
411838,462045,Richard Kermode,,1,United States
182464,163151,Dave Wittman,,1,United States
411850,462089,Jules Broussard,,1,United States
8276173,1596031,Luke Titus,,1,Chicago
411862,690347,Ami Hadani,,1,United States
5589213,1585852,Malcolm Parson,,1,United States
510174,603335,Jon Cowherd,,1,United States
6146273,217856,CAB,2000,,United States
313571,391748,Benny Powell,1930,1,United States
6998245,1957361,Reinaldo DeJesus,,1,United States
313576,851031,Bobby Donaldson,1922,1,United States
313578,846178,Dick Hixson,1924,1,United States
411892,1939965,Bob Zimmitti,,,United States
84213,304634,Robin Eubanks,1955,1,United States
84214,21840,Dave Holland,1946,1,United Kingdom
903413,463669,Daniel Castleman,,1,United States
2935033,1629030,Julius Gabriel,,1,Germany
