3698,Sonny Stitt,1924,1,United States
114772,Mike Longo,1937,1,United States
271118,Tony Oxley,1938,1,Germany
351449,Chris Shaw,,1,United States
1472550,David “Homefries” Humphreys,,1,United States
1575109,Kevin Norton,,1,United States
960312,Petsye Powell,,2,United States
60968,Dominguinhos,1941,1,Brazil
137373,Dom Salvador e Abolição,,,Brazil
472596,Yves Chamberland,,1,France
5382,Stéphane Grappelli,1908,1,France
321247,Don Alias,1939,1,United States
444031,Dave Weckl,1960,1,United States
475820,Riley Hampton,,1,United States
798926,Esa Santonen,,1,Finland
457846,Thomas Heberer,1965,1,Germany
40936,Spring Heel Jack,1994,,United Kingdom
352937,Allen Eager,1927,1,United States
33990,Kai Winding,1922,1,United States
711395,Harold Bemko,,,United States
10169,Robert Wyatt,1945,1,United Kingdom
449627,Dane Little,,1,United States
204638,Sam Most,1930,1,United States
514697,Jimbo Ross,,1,United States
239979,Eric Rosse,,1,United States
506660,John Wittenberg,,1,United States
3466,Lionel Hampton,1908,1,United States
514699,Melissa Hasin,1954,2,United States
43719,Allen Toussaint,1938,1,United States
185913,川崎燎,1947,1,Japan
180985,Freddie Robinson,1939,1,United States
228330,Harold McNair,1931,1,Jamaica
2053675,Harry Lachner,,1,Germany
958897,Nabil Khaiat,,1,Syria
941517,Nate Wood,1979,1,United States
7365,Jimmy Ponder,1946,1,United States
21982,John McLaughlin,1942,1,United States
347224,Anita Pointer,1948,2,United States
442831,Ches Smith,,1,United States
2165759,Marcos Aldana,1958,1,Santiago
163772,Ralph MacDonald,1944,1,United States
474928,Joe Yannece,,1,United States
1265958,Johannes Schleiermacher,1984,1,Germany
900060,Robert Pernet,1940,1,Belgium
788664,Paul Corley,,1,United States
53617,Mark Portmann,,1,United States
2058711,"Paweł ""Bemol"" Ładniak",,1,Kraków
752537,Michael Christopher,,1,United States
895899,Ernie Shepard,1916,1,United States
5688,Joyce,1948,2,Brazil
210947,Tenório Jr,1941,1,Brazil
617627,Frank Gant,1931,1,United States
1071218,Julian Lee,1923,1,Australia
1059859,Jeffrey M. Kawalek,,1,United States
1140978,Shep Gordon,1946,1,United States
1322171,Joe Intile,,1,United States
1429735,Denny Vosburgh,,1,United States
49977,Maraca,1966,1,Cuba
24142,Terry Callier,1945,1,United States
1606753,Ray Malone,,1,United States
2272362,Steven Sacco,,1,New York
1664627,Tomi Malm,,1,Finland
261275,Glen Ballard,1953,1,United States
471088,Milton Thomas,1920,1,United States
769092,Paul Shure,1921,1,United States
1807175,Jack Shulman,,1,United States
1829012,"Lawrence ""Lo"" Leathers",1981,1,United States
231598,Sean Malone,1970,1,United States
256694,T Lavitz,1956,1,United States
23424,Steve Morse Band,1983,,United States
30274,David Axelrod,1931,1,United States
963206,Joe Hardy,1952,1,United States
313504,Rob Rives,,1,United States
1431305,Joe Gentle,,1,United States
32548,Shuggie Otis,1953,1,United States
562417,Oren Marshall,1966,1,United Kingdom
689810,Fernando Saunders,,1,United States
353284,John Catchings,,1,United States
37413,Dave Mason,1946,1,United Kingdom
1823704,Max Jaffe,,1,United States
712918,Lew Futterman,,,United States
224314,KENSO,1974,,Japan
1042368,Godfrey Diamond,,1,United States
117354,John Lewis,1920,1,United States
1448726,Bob Birch,,1,United Kingdom
384906,Gordon Edwards,,1,United States
263260,Bob Stewart,1945,1,United States
266528,Carlos Ward,1940,1,Panama
204688,Roswell Rudd,1935,1,United States
318955,Jeff Hamilton,1953,1,United States
78250,John Pisano,1931,1,United States
318956,John Clayton,1952,1,United States
1911324,Maya Gunji,,2,United States
1116598,Jack Rothstein,1925,1,United Kingdom
872057,村上“ポンタ”秀一,1951,1,Japan
489291,Seamus Beaghen,,1,United Kingdom
400943,Paul Berry,,1,United States
7373,Carlos Garnett,1938,1,United States
