id;genres
32022;World Music,Electronic/Dance
32032;World Music,Electronic/Dance
32143;Hip-Hop/Rap,Jazz
32145;Hip-Hop/Rap,Jazz
32146;Hip-Hop/Rap,Jazz
32148;Hip-Hop/Rap,Jazz
1182;Hip-Hop/Rap,R&B/Soul & blues,Jazz
32118;Hip-Hop/Rap,R&B/Soul & blues,Jazz
32135;Hip-Hop/Rap,R&B/Soul & blues,Jazz
32136;Hip-Hop/Rap,R&B/Soul & blues,Jazz
32137;Hip-Hop/Rap,R&B/Soul & blues,Jazz
32138;Hip-Hop/Rap,R&B/Soul & blues,Jazz
32139;Hip-Hop/Rap,R&B/Soul & blues,Jazz
32140;Hip-Hop/Rap,R&B/Soul & blues,Jazz
32141;Hip-Hop/Rap,R&B/Soul & blues,Jazz
1203;Hip-Hop/Rap
25604;World Music,Hip-Hop/Rap,Jazz
32131;Hip-Hop/Rap
32133;Hip-Hop/Rap
32202;Electronic/Dance
32185;Electronic/Dance
